"","pickupdate","birthyear","gender","race","disposition","dispdate","sentdate","felonycharges","highestcharge","nondrug","drug1","drug2","incarc","suspend","probat","priorarr","priorfelarr","priordrugarr","priorfeldrugarr","priorcon","priorfelcon","priordrugcon","priorfeldrugcon","laterarr","laterarrdate","laterfelarr","laterfelarrdate","laterdrugarr","laterdrugarrdate","laterfeldrugarr","laterfeldrugarrdate","latercon","latercondate","laterfelcon","laterfelcondate","laterdrugcon","laterdrugcondate","laterfeldrugcon","laterfeldrugcondate","probrevoke","probrevokedate","codef","clusterid","ccn","datacoder","cutoffdate1","cutoffdate2","cutoffdate3","toserve","fullreleasetorecid","female","nonblack","pickupdatecode","age","agesq","incjudge","calendar1","calendar2","calendar3","calendar4","calendar5","calendar6","calendar7","calendar8","calendar9","calendar","incarcerate","marijuana","cocaine","crack","heroin","pcp","otherdrug","pwid","dist","conviction","probatnonzero","probsuspend"
"229","1/31/2003",1972,"M","B","Plea","4/11/2003","7/29/2003",1,"dist",0,"cocaine","0",324,324,12,1,0,0,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,951,27074,"3",17714,17898,18049,0,9999,0,0,15736,31,961,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,1,3888
"230","5/3/2003",1980,"W","B","Dismissed","10/24/2003","0",1,"pwid",0,"cocaine","0",0,0,0,1,1,0,0,1,1,0,0,1,"5/6/2005",1,"5/06/2005",1,"5/06/2005",1,"5/06/2005",1,"11/01/2005",1,"11/01/2005",1,"11/01/2005",1,"11/01/2005",0,"0",0,1269,70377,"2",17714,17898,18049,0,560,0,0,15828,23,529,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0
"231","2/21/2003",1975,"M","B","Plea","7/30/2003","10/9/2003",1,"dist",0,"cocaine","0",84,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1038,35860,"3",17714,17898,18049,84,9999,0,0,15757,28,784,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1,0,0
"232","10/21/2002",1977,"M","B","DWP","12/17/2002","",1,"dist",0,"cocaine","0",0,0,0,1,0,0,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,519,168733,"1",17714,17898,18049,0,9999,0,0,15634,25,625,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0
"233","2/27/2003",1944,"M","B","Plea","5/12/2003","9/3/2003",1,"dist",0,"cocaine","0",324,324,12,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1072,38589,"3",17714,17898,18049,0,9999,0,0,15763,59,3481,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,1,3888
"234","6/8/2002",1955,"M","B","Plea","7/31/2003","11/18/2003",2,"dist, pwid",0,"cocaine","0",60,60,12,1,1,1,0,0,0,0,0,0,"9/13/2007",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,34,96615,"1",17714,17898,18049,0,1505,0,0,15499,47,2209,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,1,1,720
"235","9/5/2002",1974,"M","B","Plea","10/31/2002","1/14/2003",1,"dist",1,"marijuana","0",24.3330001831055,19.3330001831055,24,1,0,1,0,1,0,1,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,380,NA,"1",17714,17898,18049,5,9999,0,0,15588,28,784,1,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,1,1,463.992004394531
"236","4/2/2003",1985,"M","B","Plea","6/9/2003","9/5/2003",1,"dist",0,"crack","0",36,34,36,0,0,0,0,0,0,0,0,1,"12/19/2003",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1181,55151,"2",17714,17898,18049,2,133,0,0,15797,18,324,1,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,1,1,1,1224
"237","1/27/2003",1957,"M","B","Plea","3/12/2003","5/16/2003",1,"dist",0,"cocaine","0",24,0,0,1,1,1,1,1,1,1,1,0,"7/24/2007",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,901,23962,"3",17714,17898,18049,24,875,0,0,15732,46,2116,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,1,0,0
"238","6/1/2002",1981,"M","B","Plea","10/15/2002","",1,"dist",0,"heroin","0",84,48,24,1,1,1,1,1,1,1,1,1,"10/27/2005",1,"10/27/2005",1,"10/27/2005",1,"10/27/2005",0,"0",0,"0",0,"0",0,"0",0,"0",0,1,92835,"1",17714,17898,18049,36,28,0,0,15492,21,441,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,1,1,1152
"239","8/19/2002",1983,"M","B","Plea","4/7/2003","6/9/2003",1,"dist",0,"crack","0",84,60,36,1,1,1,1,1,1,1,1,1,"8/22/2004",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,338,135824,"1",17714,17898,18049,24,0,0,0,15571,19,361,1,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,1,1,1,2160
"240","2/26/2003",1951,"M","B","Plea","4/15/2004","6/15/2004",1,"dist",0,"heroin","0",5,0,0,1,1,1,1,1,1,1,1,1,"11/2/2005",1,"11/02/2005",1,"11/02/2005",1,"11/02/2005",1,"7/10/2006",1,"7/10/2006",1,"7/10/2006",1,"7/10/2006",0,"0",1,1066,38130,"2",17714,17898,18049,5,416,0,0,15762,52,2704,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,1,0,0
"241","12/13/2002",1981,"M","B","Plea","4/2/2003","4/9/2003",3,"dist, pwid",0,"cocaine","marijuana",6,2,24,1,1,1,1,1,1,0,0,1,"6/12/2004",1,"6/12/2004",1,"8/14/2004",1,"8/14/2004",0,"0",0,"0",0,"0",0,"0",1,"10/27/2004",0,727,195781,"1",17714,17898,18049,4,317,0,0,15687,21,441,1,0,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,1,1,1,1,48
"242","2/26/2003",1954,"M","B","Plea","8/18/2003","10/20/2003",1,"dist",0,"heroin","0",36,0,0,1,1,1,1,1,1,1,1,0,"8/25/2008",1,"11/15/2008",1,"8/25/2008",1,"11/15/2008",1,"10/08/2008",0,"0",1,"10/08/2008",0,"0",0,"0",1,1066,38130,"2",17714,17898,18049,36,754,0,0,15762,49,2401,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,1,0,0
"243","1/27/2003",1978,"M","B","Plea","3/27/2003","6/16/2003",1,"dist",0,"cocaine","0",48,36,24,1,1,1,1,1,1,0,0,1,"4/13/2005",1,"5/05/2005",1,"4/13/2005",1,"5/05/2005",1,"8/19/2005",1,"8/19/2005",1,"8/19/2005",1,"8/19/2005",0,"0",0,899,23894,"3",17714,17898,18049,12,388,0,0,15732,25,625,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,1,1,864
"244","8/12/2002",1958,"M","B","Plea","12/9/2002","4/17/2003",1,"pwid",0,"marijuana","0",15,0,0,1,1,1,1,1,1,1,1,1,"12/4/2004",0,"0",1,"12/04/2004",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,316,131968,"1",17714,17898,18049,15,276,0,0,15564,44,1936,1,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,1,0,0
"245","5/1/2003",1970,"M","B","Jury trial guilty","7/28/2003","10/1/2003",2,"dist",1,"marijuana","0",30,0,0,1,1,1,1,1,1,1,1,1,"11/18/2006",1,"11/18/2006",1,"11/18/2006",1,"11/18/2006",0,"0",0,"0",0,"0",0,"0",0,"0",0,1264,69755,"2",17714,17898,18049,30,309,0,0,15826,33,1089,1,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,1,0,0
"246","2/10/2003",1961,"M","B","Plea","4/9/2003","6/9/2003",3,"pwid",0,"cocaine","heroin",6,6,24,0,0,0,0,0,0,0,0,1,"3/9/2005",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,993,31042,"2",17714,17898,18049,0,700,0,0,15746,42,1764,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,1,1,144
"247","7/18/2002",1957,"F","B","Jury trial guilty","7/1/2003","10/10/2003",1,"pwid",0,"crack","0",12,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,209,118808,"1",17714,17898,18049,12,9999,1,0,15539,45,2025,1,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,1,0,0
"248","7/3/2002",1981,"F","B","Jury trial not guilty","12/19/2002","",1,"pwid",0,"cocaine","0",0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,125,110578,"1",17714,17898,18049,0,9999,1,0,15524,21,441,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0
"249","8/3/2002",1961,"M","B","Plea","10/22/2002","12/19/2002",2,"dist, pwid",0,"cocaine","heroin",84,60,24,1,1,1,1,1,1,1,1,1,"7/29/2003",1,"7/29/2003",1,"7/29/2003",1,"7/29/2003",0,"0",0,"0",0,"0",0,"0",0,"0",0,294,128022,"1",17714,17898,18049,24,0,0,0,15555,41,1681,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,1,0,0,1,1,1,1,1440
"250","1/20/2003",1964,"M","B","Plea","4/25/2003","6/25/2003",1,"pwid",0,"cocaine","0",54,48,24,1,1,1,1,1,1,1,1,1,"12/25/2004",1,"8/28/2007",1,"8/28/2007",1,"8/28/2007",1,"1/15/2008",1,"1/15/2008",1,"1/15/2008",1,"1/15/2008",0,"0",0,872,20817,"2",17714,17898,18049,6,430,0,0,15725,39,1521,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,1,1,1152
"251","7/24/2002",1955,"M","B","Plea","3/25/2003","5/30/2003",1,"dist",0,"crack","0",36,36,24,1,0,0,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,242,122317,"1",17714,17898,18049,0,9999,0,0,15545,47,2209,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,1,1,864
"252","6/3/2002",1943,"M","B","Plea","7/1/2002","9/17/2002",1,"dist",0,"crack","0",60,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,7,NA,"1",17714,17898,18049,60,9999,0,0,15494,59,3481,1,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,1,1,0,0
"253","6/15/2002",1962,"M","B","Grand jury dismissal","9/3/2002","",1,"pwid",1,"heroin","0",0,0,0,1,1,1,1,1,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,58,100612,"1",17714,17898,18049,0,9999,0,0,15506,40,1600,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0
"254","10/12/2002",1955,"M","B","Plea","11/25/2002","1/23/2003",1,"dist",0,"cocaine","0",36,29,24,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,488,164949,"1",17714,17898,18049,7,9999,0,0,15625,47,2209,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,1,1,696
"255","4/2/2003",1950,"M","B","Plea","6/4/2003","10/16/2003",2,"pwid",1,"heroin","0",18,0,0,1,1,1,1,1,1,1,1,1,"6/18/2003",1,"6/18/2003",1,"6/18/2003",1,"6/18/2003",1,"8/12/2003",1,"8/12/2003",1,"8/12/2003",1,"8/12/2003",0,"0",0,868,20650,"2",17714,17898,18049,18,0,0,0,15797,53,2809,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,1,0,0
"256","6/29/2002",1954,"M","B","Plea","8/1/2003","10/6/2003",1,"dist",1,"cocaine","0",36,29,24,1,0,0,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,113,108272,"1",17714,17898,18049,7,9999,0,0,15520,48,2304,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,1,1,696
"257","1/31/2003",1975,"M","B","Plea","3/24/2003","5/27/2003",1,"dist",0,"cocaine","0",36,36,24,0,0,0,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,944,26588,"3",17714,17898,18049,0,9999,0,0,15736,28,784,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,1,864
"258","8/2/2002",1972,"M","B","Plea","3/12/2003","7/23/2003",1,"pwid",1,"heroin","0",60,0,0,1,1,1,0,1,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,285,127409,"1",17714,17898,18049,60,9999,0,0,15554,30,900,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,1,0,0
"259","4/24/2003",1980,"M","B","Plea","6/30/2003","9/11/2003",2,"dist, pwid",0,"cocaine","0",24,0,0,1,0,1,0,0,0,0,0,1,"7/2/2005",1,"7/02/2005",1,"8/17/2005",1,"8/17/2005",1,"7/02/2005",1,"7/02/2005",1,"1/03/2006",1,"1/03/2006",0,"0",0,1242,66138,"2",17714,17898,18049,24,13,0,0,15819,23,529,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,1,1,0,0
"260","6/21/2002",1974,"M","B","Plea","9/6/2002","11/6/2002",2,"pwid",0,"cocaine","other",48,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,78,103978,"1",17714,17898,18049,48,9999,0,0,15512,28,784,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,1,1,0,1,0,0
"261","7/2/2002",1972,"M","B","Plea","9/3/2002","1/24/2003",1,"pwid",0,"cocaine","marijuana",72,57,24,1,1,1,1,1,1,1,1,1,"11/1/2004",0,"0",1,"11/01/2004",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,121,109933,"1",17714,17898,18049,15,340,0,0,15523,30,900,1,0,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,1,0,1,1,1368
"262","1/30/2003",1968,"M","B","Plea","3/4/2004","5/6/2004",3,"pwid",0,"crack","heroin",30,0,0,1,1,1,1,1,1,1,1,1,"12/21/2007",0,"0",0,"0",0,"0",1,"2/15/2008",0,"0",0,"0",0,"0",0,"0",0,933,26087,"2",17714,17898,18049,30,487,0,0,15735,35,1225,1,0,0,1,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,0,1,0,0
"263","12/11/2002",1976,"M","B","Plea","3/25/2003","5/28/2003",1,"pwid",0,"marijuana","0",36,28,24,1,0,1,0,0,0,0,0,1,"11/24/2005",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"8/21/2006",0,716,194859,"1",17714,17898,18049,8,735,0,0,15685,26,676,1,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,1,1,672
"264","9/20/2002",1968,"M","B","Jury trial not guilty","4/8/2003","",1,"dist",0,"marijuana","0",0,0,0,1,1,1,1,1,1,1,1,1,"7/3/2003",1,"5/21/2007",1,"7/03/2003",0,"0",1,"8/28/2003",0,"0",1,"8/28/2003",0,"0",0,"0",0,445,153528,"1",17714,17898,18049,0,86,0,0,15603,34,1156,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0
"265","1/4/2003",1982,"M","B","Plea","3/7/2003","5/6/2003",1,"dist",0,"cocaine","0",60,58,36,1,0,0,0,0,0,0,0,1,"7/25/2003",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"9/21/2004",0,794,13709,"1",17714,17898,18049,2,80,0,0,15709,21,441,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,1,1,2088
"266","1/8/2003",1982,"M","B","Plea","2/28/2003","4/29/2003",1,"dist",0,"cocaine","0",36,36,36,0,0,0,0,0,0,0,0,1,"4/3/2004",1,"4/03/2004",1,"4/03/2004",1,"4/03/2004",1,"7/28/2004",1,"7/28/2004",1,"7/28/2004",1,"7/28/2004",1,"8/04/2004",0,812,15600,"1",17714,17898,18049,0,400,0,0,15713,21,441,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,1,1296
"267","9/19/2002",1979,"M","B","Plea","11/7/2002","1/17/2003",1,"dist",0,"marijuana","0",6,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,441,152911,"1",17714,17898,18049,6,9999,0,0,15602,23,529,1,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,1,0,0
"268","5/2/2003",1957,"M","B","Plea","9/25/2003","4/8/2004",2,"pwid",1,"cocaine","0",3,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1267,70245,"2",17714,17898,18049,3,9999,0,0,15827,46,2116,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,1,0,0
"269","6/24/2002",1958,"M","B","DWP","12/9/2002","",1,"pwid",0,"heroin","0",0,0,0,1,1,1,1,1,1,1,1,1,"10/26/2006",1,"10/26/2006",1,"10/26/2006",1,"10/26/2006",1,"4/11/2007",1,"4/11/2007",1,"4/11/2007",1,"4/11/2007",0,"0",0,2095,104839,"1",17714,17898,18049,0,1417,0,0,15515,44,1936,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0
"270","2/25/2003",1975,"M","W","Plea","4/5/2004","6/2/2004",3,"dist",2,"crack","0",7,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,1055,37683,"3",17714,17898,18049,7,9999,0,1,15761,28,784,1,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,1,1,0,0
"271","10/2/2002",1970,"F","B","Plea","11/12/2002","1/24/2003",2,"dist, pwid",0,"heroin","0",36,31,18,1,1,0,0,1,1,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"8/30/2004",0,462,159583,"1",17714,17898,18049,5,9999,1,0,15615,32,1024,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,1,1,1,558
"272","2/25/2003",1974,"F","W","Dismissed","10/7/2003","",1,"dist",0,"crack","0",0,0,0,0,0,0,0,0,0,0,0,1,"11/1/2004",0,"0",1,"11/01/2004",0,"0",1,"2/08/2005",0,"0",1,"2/08/2005",0,"0",0,"0",1,3055,37683,"3",17714,17898,18049,0,391,1,1,15761,29,841,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0
"273","8/5/2002",1955,"F","B","Jury trial guilty","1/10/2003","3/14/2003",3,"dist, pwid",0,"heroin","other",60,48,36,1,0,1,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,296,128110,"1",17714,17898,18049,12,9999,1,0,15557,47,2209,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,1,1,1,1,1,1728
"274","6/22/2002",1963,"M","B","Plea","8/13/2002","10/18/2002",1,"dist",0,"marijuana","0",24,12,24,1,1,1,1,1,1,1,1,1,"9/23/2004",1,"9/23/2004",1,"9/23/2004",1,"9/23/2004",1,"3/15/2005",1,"3/15/2005",1,"3/15/2005",1,"3/15/2005",1,"10/01/2004",0,84,104502,"1",17714,17898,18049,12,412,0,0,15513,39,1521,1,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,1,1,288
"275","6/7/2002",1977,"F","B","Plea","9/6/2002","11/7/2002",1,"dist",0,"cocaine","0",60,45,24,1,1,1,1,1,1,1,1,1,"11/24/2003",1,"6/02/2007",0,"0",0,"0",1,"1/14/2004",1,"10/23/2007",0,"0",0,"0",0,"0",1,28,96303,"1",17714,17898,18049,15,0,1,0,15498,25,625,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,1,1,1080
"276","7/26/2002",1981,"M","B","Dismissed","8/19/2002","",1,"dist",0,"cocaine","0",0,0,0,0,0,0,0,0,0,0,0,1,"12/3/2003",1,"12/03/2003",1,"3/24/2005",1,"3/24/2005",1,"12/03/2003",1,"12/03/2003",1,"7/11/2005",1,"7/11/2005",0,"0",0,2259,123353,"1",17714,17898,18049,0,471,0,0,15547,21,441,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0
"277","11/15/2002",1954,"M","B","Dismissed","2/11/2004","",1,"pwid",0,"heroin","0",0,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,618,2182753,"1",17714,17898,18049,0,9999,0,0,15659,48,2304,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0
"278","9/12/2002",1979,"M","B","DWP","1/28/2003","",1,"dist",0,"cocaine","0",0,0,0,1,0,1,0,0,0,0,0,1,"6/4/2006",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,413,149009,"1",17714,17898,18049,0,1223,0,0,15595,23,529,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0
"279","6/4/2002",1962,"M","B","Plea","8/23/2002","10/29/2002",1,"dist",0,"crack","0",60,36,24,1,1,1,1,1,1,1,1,1,"6/23/2005",0,"0",1,"6/23/2005",0,"0",0,"0",0,"0",0,"0",0,"0",1,"6/28/2005",0,8,NA,"1",17714,17898,18049,24,315,0,0,15495,40,1600,1,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,1,1,1,864
"280","1/13/2003",1956,"M","B","Plea","3/14/2003","5/16/2003",1,"pwid",0,"cocaine","0",18,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,841,17579,"3",17714,17898,18049,18,9999,0,0,15718,47,2209,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,1,0,0
"281","7/11/2002",1979,"M","B","DWP","11/20/2002","",1,"dist",0,"heroin","0",0,0,0,1,1,0,0,1,1,0,0,1,"2/23/2006",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,156,24810,"1",17714,17898,18049,0,1191,0,0,15532,23,529,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0
"282","4/9/2003",1980,"M","B","Plea","6/11/2003","8/13/2003",3,"pwid",1,"crack","marijuana",15,0,0,1,1,1,1,1,1,0,0,1,"9/15/2004",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1203,58400,"3",17714,17898,18049,15,12,0,0,15804,23,529,1,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,1,0,1,0,0
"283","3/15/2003",1982,"M","B","Plea","5/16/2003","7/17/2003",1,"pwid",0,"crack","0",60,52,24,1,1,1,1,1,1,1,1,1,"3/3/2005",1,"3/03/2005",1,"3/03/2005",1,"3/03/2005",1,"8/17/2005",1,"8/17/2005",0,"0",0,"0",1,"3/17/2004",0,1144,46218,"3",17714,17898,18049,8,417,0,0,15779,21,441,1,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,1,1,1248
"284","5/8/2003",1970,"M","B","Jury trial guilty","9/11/2003","11/7/2003",1,"pwid",0,"pcp","0",72,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1285,73468,"2",17714,17898,18049,72,9999,0,0,15833,33,1089,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,1,0,0
"285","11/7/2002",1982,"M","B","Jury trial guilty","6/12/2003","8/11/2003",1,"pwid",0,"crack","0",1,0,0,1,1,1,0,1,0,1,0,1,"1/7/2004",1,"1/07/2004",1,"10/27/2004",1,"10/27/2004",1,"2/18/2004",1,"2/18/2004",1,"2/04/2005",1,"2/04/2005",0,"0",0,587,47407,"1",17714,17898,18049,1,179,0,0,15651,20,400,1,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,1,0,0
"286","7/19/2002",1980,"M","B","Plea","9/4/2002","11/1/2002",1,"dist",0,"crack","0",60,60,24,1,1,1,1,1,0,0,0,1,"10/22/2004",1,"10/22/2004",1,"10/22/2004",1,"10/22/2004",0,"0",0,"0",0,"0",0,"0",0,"0",0,216,119330,"1",17714,17898,18049,0,779,0,0,15540,22,484,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,1,1,1440
"287","6/7/2002",1978,"M","B","Plea","9/6/2002","11/8/2002",2,"dist, pwid",0,"cocaine","0",96,60,24,1,1,1,1,1,1,1,1,1,"2/27/2006",1,"2/27/2006",1,"2/27/2006",1,"2/27/2006",1,"4/24/2006",1,"4/24/2006",1,"4/24/2006",1,"4/24/2006",0,"0",1,28,96303,"1",17714,17898,18049,36,190,0,0,15498,24,576,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,1,1,1,1440
"288","2/1/2003",1973,"M","B","Plea","7/14/2003","9/17/2003",2,"dist, pwid",0,"heroin","marijuana",28,0,0,1,1,1,1,1,1,1,1,0,"9/8/2007",0,"0",1,"5/01/2008",0,"0",1,"5/28/2008",0,"0",1,"5/28/2008",0,"0",0,"0",0,950,26849,"3",17714,17898,18049,28,677,0,0,15737,30,900,1,0,0,1,0,0,0,0,0,0,3,1,1,0,0,1,0,0,1,1,1,0,0
"289","10/4/2002",1968,"M","B","Plea","1/13/2004","3/9/2003",2,"pwid",0,"cocaine","heroin",8,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,470,160648,"1",17714,17898,18049,8,9999,0,0,15617,34,1156,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,1,0,0,1,0,1,0,0
"290","7/11/2002",1981,"M","B","Plea","9/6/2002","11/5/2002",2,"dist, pwid",0,"cocaine","0",48,47,36,0,0,0,0,0,0,0,0,1,"7/24/2003",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"4/18/2005",0,158,114846,"1",17714,17898,18049,1,291,0,0,15532,21,441,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,1,1,1,1692
"291","10/25/2002",1952,"M","B","Plea","9/8/2003","11/4/2003",1,"dist",0,"cocaine","0",12,0,0,1,1,1,1,1,1,1,1,0,"9/21/2008",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,538,171360,"1",17714,17898,18049,12,1480,0,0,15638,50,2500,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,1,0,0
